contract_id,pdf_key,contract_name,project_name,sector,_subsector,contract_type,party,party_type,contract_date
9183,5/6e2754fa0f179516fdf994d26d247e4a/main.pdf,Compagnie Internationale Pour La Production De I'Alumine Guinea Metals Concession ,Compagnie Internationale Pour La Production De I'Alumine Guinea Metals Concession,Metals,Cobalt,Entire Agreement,,,
8252,5/4e5c7773938480d518598f12411054c8/main.pdf,Banro Corporation Democratic Republic Of The Congo Metals Concession ,Banro Corporation Democratic Republic Of The Congo Metals Concession,Metals,Alumina,Concession,,,
9185,5/243901bf5a4758ca7bcbb3109a031599/main.pdf,Bsg Resources and Bsg Resources (Guinea) Limited Guinea Metals Concession ,Bsg Resources and Bsg Resources (Guinea) Limited Guinea Metals Concession,Metals,Silver,Entire Agreement,,,
8274,5/086fcb159ea72c9d7991e544f7a0dd42/main.pdf,Pueblo Viejo Dominicana Corporation Dominican Republic Metals Amendment ,Pueblo Viejo Dominicana Corporation Dominican Republic Metals Amendment,Metals,Copper,Amendment,,,
6791,5/6db0e530a8f6cbdd412361fa62d11b62/main.pdf,SPI Sonora Offtake Agreement,SPI Sonora,Power and Renewables,Biomass,Interconnection Agreement ,Pacific Gas and Electric Company,Participating to,2017-07-14
7279,5/711b5b4769a26ba464aa36ee4a16fb57/89719.pdf,Friant Hydro Facility Amendment 1,Friant Hydro Facility,Hydropower,Ocean Current,Amendment (Project),Pacific Gas and Electric Company,Buyer,2001-07-12
6828,5/f2071dbb8cf75013de6545b35d3c7fb2/main.pdf,Naturener Rim Rock Amendment 1,Naturener Rim Rock,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,San Diego Gas and Electric Company,Buyer,2012-01-06
7810,5/9364de02d83b3f86d8638d10db2d3b6f/main.pdf,Samise Industria Brazil Timber Concession ,Samise Industria Brazil Timber Concession,Timber,Teak,Concession,,,
3897,5/de6ee378af94c744cdd945ef2272262c/main.pdf,"Design, Build, Finance, Operate and Transfer of Jaipur - Deoli Section of NH-12 Project Agreement","Design, Build, Finance, Operate and Transfer of Jaipur - Deoli Section of NH-12",Road,Rest Stops,Concession Agreement,National Highway Authority Of India,Concessioning Authority,2009-12-16
4881,5/cae882a569d458ebbd30cb30dd573a9f/main.pdf,Central Ashanti Gold Limited Ghana Metals Concession,Central Ashanti Gold Limited Ghana Metals Concession,Metals,Silver,Project Agreement,,,2009-12-31
7296,5/8c9c59469cc29d4fa0b3705aaab5c128/56763.pdf,UAF Power Plant Offtake Agreement,UAF Power Plant,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,"Golden Valley Electric Association, Inc.",Service Provider,2021-05-09
3863,5/381716f090f7e5d37ea6ae9878fe2869/main.pdf,"Upgradation, Operation, and Maintenance of Hyderabad - Bangalore Section of NH-7 Project Agreement",Yolo County Grassland 7 ,Power and Renewables,Generation,Project Documents,,,
6741,5/92f363d959d4d6568a55907edf8c7347/main.pdf,Pacific Station Offtake Agreement,Pacific Station,Power and Renewables,Coal-Fired Power Plant,Facility Lease Agreement,San Diego Gas and Electric Company,Tenant,2012-05-22
9265,5/44fb76dfbecbea9a2aed1d628d400b0f/main.pdf,Commonwealth Aluminium Corporation Pty Australia Metals Concession ,Commonwealth Aluminium Corporation Pty Australia Metals Concession,Metals,Base Metals,Entire Agreement,,,2005-06-29
8423,5/71282252471db3c89b13daca1e7c0f80/main.pdf,Alufer Mining Guinea Metals Concession ,Alufer Mining Guinea Metals Concession,Metals,Platinum,Concession,,,
6798,5/3202415e52a6b042ca87ea5457f3ed64/main.pdf,Yuba County Water Amendment 3,Yuba County Water,Power and Renewables,Generation,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2008-01-29
9114,5/595f9d62f1fd6a03174ca82fbe5d27d3/85625.pdf,Mopani Copper Mines Zambia Metals Concession ,Mopani Copper Mines Zambia Metals Concession,Metals,Bertholethia Excellsa,Concession,,,
7745,5/a6f5cc2ec359d5d02dc30b4f9658b1f3/main.pdf,Transportadora Gas Del Norte S.A. ,Transportadora Gas Del Norte S.A.,Midstream,LNG,,,,
3841,5/a74d8d30ae74d04820a6b7335282854d/main.pdf,"Design, Engineering, Finance, Construction, Operation and Maintenance of 4 Laning of Pune - Solapur Section of NH-9 Project Agreement",Yolo County Grassland 7 ,Power and Renewables,Generation,Concession Agreement,,,
6965,5/90edf84f3f620e56b152db6a27445f1a/main.pdf,Shamrock Utilities Clover Leaf Offtake Agreement,Shamrock Utilities Clover Leaf,Power and Renewables,Nuclear,Power Purchase Agreement,MEGA RENEWABLES,Seller,1984-05-06
9114,5/595f9d62f1fd6a03174ca82fbe5d27d3/85625.pdf,Mopani Copper Mines Zambia Metals Concession ,Mopani Copper Mines Zambia Metals Concession,Metals,Alumina,Concession,,,
4716,5/6f3a42bcbac1afd4686d765123d22f42/main.pdf,Geovic Cameroon S.A. Cameroon Metals Concession,Geovic Cameroon S.A. Cameroon Metals Concession,Metals,Cobalt,Project Agreement,,,
9119,5/902c5be08df9be419f4a5cddf2046cb8/main.pdf,Ruida Investements Limited Zambia Metals Concession ,Ruida Investements Limited Zambia Metals Concession,Metals,Gold,Licence Agreement,The Government Of Afghanistan,Licensor,2015-08-12
8905,5/4294edb4c6760c97cfb44ab86a1df787/main.pdf,Agem Ltd. Senegal Metals Concession ,Agem Ltd. Senegal Metals Concession,Metals,Zinc,Concession,,,
7321,5/dc5adb20edaed06e4126434e31743a3f/16168.pdf,Venice Park Generating Station Offtake Agreement,Venice Park Generating Station,Power and Renewables,Wind,Power Purchase Agreement,"MICHIGAN ELECTRIC TRANSMISSION COMPANY, LLC",Commission,2020-05-21
7309,5/783a8d8cb62a9fd50b0e042e09f51be1/26042.pdf,Midland Cogeneration Offtake Agreement,Midland Cogeneration,Power and Renewables,Biomass,Power Purchase Agreement,"MICHIGAN ELECTRIC TRANSMISSION COMPANY, LLC",Party,2020-11-04
7346,5/d6366fdede29b63bcf5c33e6e80e1916/23051.pdf,Energy Developments Byron Center Amendment 1,Energy Developments Byron Center,Power and Renewables,Energy Storage,Power Purchase Agreement,CONSTRUCTION AGENCY,Buyer,2019-05-31
9189,5/b3b7aaa51be10d0e4135d1e59d8895a2/main.pdf,Paladin (Africa) Limited and Paladin Energy Minerals Nl Malawi Metals Concession ,Paladin (Africa) Limited and Paladin Energy Minerals Nl Malawi Metals Concession,Metals,Molybdenum,Development Agreement,MINACOM S.A.,Government,
6887,5/760fa1e3c2ea65992cc941d71f7df022/main.pdf,Coram Energy Offtake Agreement,Coram Energy,Power and Renewables,Solar,Power Purchase Agreement,Southern California Edison Company,Buyer,1983-09-07
8717,5/4ea632343ff950d9c345af24ef9dc0ba/main.pdf,Golden Veroleum (Liberia) Inc. Liberia Crops Concession ,Golden Veroleum (Liberia) Inc. Liberia Crops Concession,Crops,Food Crops,Concession Agreement,Government Of Sierra Leone,Government,2010-09-01
7237,5/27a46443f1ef1c6d3609794b2a066b1d/90605.pdf,Collins Pine Amendment 5,Collins Pine,Power and Renewables,Energy Storage,Amendment (Project),Pacific Gas and Electric Company,Buyer,2001-07-13
9217,5/952043ecb40302162697a51e9a9f9b9b/main.pdf,Chibuluma Mines Plc Zambia Metals Concession ,Chibuluma Mines Plc Zambia Metals Concession,Metals,Cobalt,Entire Agreement,Chibuluma Mines Plc,Contractor,1997-09-29
7286,5/1a6f7918a7826b96c8cbb3947c9e900c/28768.pdf,Chena Facilities Offtake Agreement,Chena Facilities,Power and Renewables,Cogen,Amendment (Project),"Golden Valley Electric Association, Inc.",Buyer,2006-02-28
7370,5/3949e0a3505dfc285751ab9255c98702/54675.pdf,Dixie-Escalante Rural Electric Amendment 2,Dixie-Escalante Rural Electric,Power and Renewables,Power Transmission and Distribution,Power Purchase Agreement,DIVISION OF RESPONSIBILITY,Buyer,2020-10-07
8274,5/086fcb159ea72c9d7991e544f7a0dd42/main.pdf,Pueblo Viejo Dominicana Corporation Dominican Republic Metals Amendment ,Pueblo Viejo Dominicana Corporation Dominican Republic Metals Amendment,Metals,Nickel,Amendment,,,
8322,5/1dca5a5778489131e040fb9348bb8ebc/main.pdf,Inco Adamus Resources Limited Ghana Metals Concession ,Inco Adamus Resources Limited Ghana Metals Concession,Metals,Zinc,Mining Lease,Government Of Assam,State,2008-04-10
57849,5/e4ad5c28f2e3c08b16abc511dc7e4caf/72744.pdf,MOPANI DEVELOPMENT AGREEMENT,"MUFULIRA MINE, SMELTER AND REFINERY AND NKANA MINES, CONCENTRATOR AND COBALT PLANT",Metals,Rutile,Development Agreement,,,2000-03-30
6413,5/98e635cc133e2c73413aa8bfa9c2f877/main.pdf,Sol Orchard 22 Valley Center 1 Offtake Agreement,Sol Orchard 22 Valley Center 1,Power and Renewables,Cogen,Power Purchase Agreement,SOL ORCHARD SAN DIEGO 21 LLC,Seller,2011-04-10
6875,5/86560d2eceeea018d53d4bcccf1f80a8/main.pdf,Pinyon Pines I Offtake Agreement,Pinyon Pines I,Power and Renewables,Generation,Power Purchase Agreement,Southern California Edison Company,Buyer,2010-04-22
8427,5/0a9a6c9344058c70adce63e17e0fdf65/main.pdf,Bellzone Mining Guinea Metals Concession ,Bellzone Mining Guinea Metals Concession,Metals,Zinc,Concession,,,
6616,5/f403141a86b44338efa7d4832b66ab8f/main.pdf,HFI Biopower Offtake Agreement Part 2,HFI Biopower,Biomass,Waste to Energy,Project Agreement,,,
7328,5/ed4d29be4122315c46b1579edd5246cd/21292.pdf,Bellevue Gothic Mill Offtake Agreement,Bellevue Gothic Mill,Power and Renewables,Energy Storage,Power Purchase Agreement,CONSTRUCTION AGENCY,Buyer,2019-12-15
7300,5/e74cd7d79ed330f186dc8f506e054ca6/47987.pdf,Chugach Amendment 3,Chugach,Power and Renewables,Thermal,Power Purchase and Sale Agreement,,,1989-05-21
7343,5/a970b0349892d454b76fd0a6298f06c2/37798.pdf,Consumer Energy Advance Generation Offtake Agreement,Consumer Energy Advance Generation,Power and Renewables,Power Transmission and Distribution,Letter of Approval,CONSTRUCTION AGENCY,Company,2010-10-19
6833,5/b5653ea0a0b041a44d1c3bd3c851d221/main.pdf,Dinuba Energy Facility Offtake Agreement Appendix,Dinuba Energy Facility,Power and Renewables,Hydropower,Project Agreement,,,
7237,5/27a46443f1ef1c6d3609794b2a066b1d/90605.pdf,Collins Pine Amendment 5,Collins Pine,Power and Renewables,Gas-Fired Power Plant,Amendment (Project),Pacific Gas and Electric Company,Buyer,2001-07-13
7006,5/f03306fd72f7f1a255e0a01fa4a5ff56/main.pdf,Military Pass Road Offtake Agreement,Military Pass Road,Power and Renewables,Solar,Power Purchase Agreement,"MILFORD POWER COMPANY, LLC",Seller,2006-02-23
8844,5/e3fb37dadf6c433ec28255d6befa69a2/40073.pdf,Liberia Timber Private Use Permit ,Liberia Timber Private Use Permit,Timber,Resin,Private Use Permit,,,
6829,5/0c0f683c44da7e57e1d95ea1274eb9f0/main.pdf,Naturener Rim Rock Amendment 2,Naturener Rim Rock,Power and Renewables,Geothermal,Power Purchase Agreement,San Diego Gas and Electric Company,Buyer,2009-05-04
7809,5/4712df961eee2fa04275123dacb21bda/main.pdf,Sakura Industria E Comercio De Madeiras Ltda. Brazil Timber Concession ,Sakura Industria E Comercio De Madeiras Ltda. Brazil Timber Concession,Timber,Bamboo,Concession,,,
6864,5/777e408e95979e898b1dea0bec11e2a0/main.pdf,Oak Creek Energy Offtake Agreement,Oak Creek Energy,Power and Renewables,Petroleum Coke-Fired Power Plant,Amendment (Project),Southern California Edison Company,Buyer,2012-04-30
8904,5/45147c23cf6f0da431adf5494ae2a260/main.pdf,Afrigem Sl Senegal Metals Concession ,Afrigem Sl Senegal Metals Concession,Metals,Uranium,Concession,,,
6520,5/a6fcfe4843070c7b33f07b56dfc59291/main.pdf,Kansas South Offtake Agreement,Kansas South,Biomass,Waste to Energy,Power Purchase Agreement,RE KANSAS LLC,Seller,2011-06-17
8839,5/1e849d1c5fc5212316af4086c55d7acf/main.pdf,Eulogio Quispe Chani Peru Metals Concession ,Eulogio Quispe Chani Peru Metals Concession,Metals,Zinc,Concession,,,
9179,5/d9bcda90a36940abe4669be4c052b778/main.pdf,Compagnie Des Bauxites De Kindia and Rusal Guinea Metals Concession ,Compagnie Des Bauxites De Kindia and Rusal Guinea Metals Concession,Metals,Bertholethia Excellsa,Entire Agreement,,,
7363,5/34163d3cd446553369c7f8b67324099c/44954.pdf,Long Island Generating Facilities Offtake Agreement,Long Island Generating Facilities,Power and Renewables,Nuclear,Power Purchase Agreement,FEDERAL Bank,Commission,2012-10-09
3867,5/1340a55884e03cf8b80191a5b342c89a/main.pdf,Four Laning of Bhubaneswar - Puri section of NH-203 Project Agreement,Yolo County Grassland 7 ,Power and Renewables,Gas-Fired Power Plant,Project Documents,,,
7350,5/4973442b21e31459ca1e6fb73f6072c3/94268.pdf,Consumer Energy Template Offtake Agreement,Consumer Energy Template,Power and Renewables,Power Transmission and Distribution,Project Agreement,,,
7374,5/11e25dd25164cb93f4b5df2d9bf6d77e/00524.pdf,Dixie-Escalante Rural Electric Offtake Agreement,Dixie-Escalante Rural Electric,Power and Renewables,Oil-Fired Power Plant,Certificate of Resolutions and Incumbency,DIVISION OF RESPONSIBILITY,Cooperative,2019-01-02
8904,5/45147c23cf6f0da431adf5494ae2a260/main.pdf,Afrigem Sl Senegal Metals Concession ,Afrigem Sl Senegal Metals Concession,Metals,Nickel,Concession,,,
7321,5/dc5adb20edaed06e4126434e31743a3f/16168.pdf,Venice Park Generating Station Offtake Agreement,Venice Park Generating Station,Power and Renewables,Thermal,Power Purchase Agreement,"MICHIGAN ELECTRIC TRANSMISSION COMPANY, LLC",Commission,2020-05-21
7339,5/a5259ec07ff7b0515fd8b4835d34b2fe/45108.pdf,Zeeland Farm #2 Offtake Agreement,Zeeland Farm #2,Power and Renewables,Wind,Letter of Approval,"MICHIGAN ELECTRIC TRANSMISSION COMPANY, LLC",Commission,2009-08-10
6742,5/dba56441b44aa53f2a91a68561ed6fe1/main.pdf,Pacific Station Amendment 1,Pacific Station,Power and Renewables,Nuclear,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2011-01-21
6916,5/7020730669bfd041190bc83bcf263f3e/main.pdf,High Plains Ranch II Offtake Agreement,High Plains Ranch II,Power and Renewables,Solar,Power Purchase and Sale Agreement,Pacific Gas and Electric Company,Buyer,2008-07-22
6828,5/f2071dbb8cf75013de6545b35d3c7fb2/main.pdf,Naturener Rim Rock Amendment 1,Naturener Rim Rock,Power and Renewables,Biomass,Power Purchase Agreement,San Diego Gas and Electric Company,Buyer,2012-01-06
9218,5/9ced2ba17562357b002dcd64715a1842/main.pdf,Cmc Luanshya Copper Mines Zambia Metals Concession ,Cmc Luanshya Copper Mines Zambia Metals Concession,Metals,Alumina,Licence,The Government Of Afghanistan,Licensor,2006-10-19
9172,5/b01cad02500c5412548842c5b48f8039/main.pdf,Pechiney Guinea Metals Amendment ,Pechiney Guinea Metals Amendment,Metals,Titanium,Entire Agreement,,,
3904,5/c11467ca955a325149d10e3bd55b0ea3/main.pdf,Operation and Maintenance of Ludhiana – Malerkotla - Sangrur Highway Project Agreement,Operation and Maintenance of Ludhiana – Malerkotla - Sangrur Highway,Road,Rest Stops,Project Documents,,,
6734,5/d6961678357c88d34abf83ee21256a7c/main.pdf,Amylin Pharmaceuticals Amendment 1,Amylin Pharmaceuticals,Power and Renewables,Energy Storage,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2009-08-09
6771,5/f08daba57c6c97a0e336be0f118cf571/main.pdf,Ladera Ranch I Amendment 1,Ladera Ranch I,Power and Renewables,Coal-Fired Power Plant,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2006-10-30
9118,5/4fdd48c6122f766c5f3bdb3c1d9496f0/main.pdf,China Nonferrous Metal Industry S Foreign Engineering And Construction Corporation Group Chambishi Metals Mine Development Agreement ,CHAMBISHI MINE,Metals,Cobalt,Mine Development Agreement,The Government Of Afghanistan,Government,1998-06-29
9182,5/08231cd1d8a344b983966dd3b9b02db4/main.pdf,Compagnie Des Bauxites De Dian Dian and Rusal Guinea Metals Amendment ,Compagnie Des Bauxites De Dian Dian and Rusal Guinea Metals Amendment,Metals,Molybdenum,Entire Agreement,,,
7293,5/f81acdcc4b4be6b262560bbe2130aaa5/64285.pdf,Lake and Peninsula School District Offtake Agreement,Lake and Peninsula School District,Power and Renewables,Power Transmission and Distribution,Power Purchase Agreement,Lake and Peninsula School District,Customer,2006-01-17
7306,5/3bd8a777cc9db262cf0f84eae3aae1eb/61463.pdf,Pacicorp Standard PPA Amendment 2,Pacicorp Standard PPA,Power and Renewables,Oil-Fired Power Plant,Project Agreement,,,2021-03-11
8422,5/2a5bc9512c3c082910ac1e0fa016ad0a/main.pdf,Alliance Mining Commodities Guinea Metals Concession ,Alliance Mining Commodities Guinea Metals Concession,Metals,Alumina,Concession,,,
6741,5/92f363d959d4d6568a55907edf8c7347/main.pdf,Pacific Station Offtake Agreement,Pacific Station,Power and Renewables,Thermal,Facility Lease Agreement,Pacific Station Master Association,Landlord,2012-05-22
6808,5/97a1d698f41b0f70437eefea36c9c2da/main.pdf,MM Tajiguas Offtake Agreement,MM Tajiguas,Power and Renewables,Generation,Power Purchase Agreement,Southern California Edison Company,Buyer,2006-11-14
7370,5/3949e0a3505dfc285751ab9255c98702/54675.pdf,Dixie-Escalante Rural Electric Amendment 2,Dixie-Escalante Rural Electric,Power and Renewables,Energy Storage,Power Purchase Agreement,DIVISION OF RESPONSIBILITY,Buyer,2020-10-07
9265,5/44fb76dfbecbea9a2aed1d628d400b0f/main.pdf,Commonwealth Aluminium Corporation Pty Australia Metals Concession ,Commonwealth Aluminium Corporation Pty Australia Metals Concession,Metals,Titanium,Entire Agreement,,,2005-06-29
7815,5/6b047c161d30d2e6913a8bdfafc6d1c3/main.pdf,Roxgold Sanu S.A. Burkina Faso Metals Concession ,Roxgold Sanu S.A. Burkina Faso Metals Concession,Metals,Zinc,Concession,,,
9263,5/58ba0089a773b5beac169dc580ca9e40/main.pdf,Nabalco Pty Ltd Australia Metals Concession ,Nabalco Pty Ltd Australia Metals Concession,Metals,Titanium,Entire Agreement,,,1968-05-28
7296,5/8c9c59469cc29d4fa0b3705aaab5c128/56763.pdf,UAF Power Plant Offtake Agreement,UAF Power Plant,Power and Renewables,Hydropower,Power Purchase Agreement,"Golden Valley Electric Association, Inc.",Service Provider,2021-05-09
8390,5/6f102d1f24011c50550ca9cc91818449/main.pdf,Newmiont Golden Ridge Limited Ghana Metals Concession ,Newmiont Golden Ridge Limited Ghana Metals Concession,Metals,Rutile,Concession,,,
57850,5/4fdd48c6122f766c5f3bdb3c1d9496f0/96222.pdf,CHAMBISHI MINE DEVELOPMENT AGREEMENT,CHAMBISHI MINE,Metals,Leucoxene,Mine Development Agreement,,,1998-06-28
3940,5/77a743b9193fce2265b023b43130eb75/main.pdf,"Design, Construction, Development, Finance, Operation and Maintenance of End of Proposed Kotakatta bypass -  Kurnool on NH-7 Project Agreement","Design, Construction, Development, Finance, Operation and Maintenance of End of Proposed Kotakatta bypass -  Kurnool on NH-7",Road,Rest Stops,Concession Agreement,National Highway Authority Of India,Concessioning Authority,2006-03-20
7373,5/13d49583d5878d259268c09ae0296cca/61278.pdf,Dixie-Escalante Rural Electric Amendment 4,Dixie-Escalante Rural Electric,Power and Renewables,Energy Storage,Secured Promissory Note,National Highways Authority Of India,Payee,
7309,5/783a8d8cb62a9fd50b0e042e09f51be1/26042.pdf,Midland Cogeneration Offtake Agreement,Midland Cogeneration,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,"MICHIGAN ELECTRIC TRANSMISSION COMPANY, LLC",Party,2020-11-04
